name,emoji,group,subgroup,keywords,aliases
man gesturing NO: medium-dark skin tone,🙅🏾‍♂,Smileys & People,person-gesture,,man gesturing NO medium dark skin tone
man gesturing NO: dark skin tone,🙅🏿‍♂️,Smileys & People,person-gesture,,man gesturing NO dark skin tone
man gesturing NO: dark skin tone,🙅🏿‍♂,Smileys & People,person-gesture,,man gesturing NO dark skin tone
woman gesturing NO,🙅‍♀️,Smileys & People,person-gesture,"forbidden, gesture, hand, no, prohibited, woman, woman gesturing NO",woman gesturing NO
woman gesturing NO,🙅‍♀,Smileys & People,person-gesture,,woman gesturing NO
woman gesturing NO: light skin tone,🙅🏻‍♀️,Smileys & People,person-gesture,,woman gesturing NO light skin tone
woman gesturing NO: light skin tone,🙅🏻‍♀,Smileys & People,person-gesture,,woman gesturing NO light skin tone
woman gesturing NO: medium-light skin tone,🙅🏼‍♀️,Smileys & People,person-gesture,,woman gesturing NO medium light skin tone
woman gesturing NO: medium-light skin tone,🙅🏼‍♀,Smileys & People,person-gesture,,woman gesturing NO medium light skin tone
woman gesturing NO: medium skin tone,🙅🏽‍♀️,Smileys & People,person-gesture,,woman gesturing NO medium skin tone
woman gesturing NO: medium skin tone,🙅🏽‍♀,Smileys & People,person-gesture,,woman gesturing NO medium skin tone
woman gesturing NO: medium-dark skin tone,🙅🏾‍♀️,Smileys & People,person-gesture,,woman gesturing NO medium dark skin tone
woman gesturing NO: medium-dark skin tone,🙅🏾‍♀,Smileys & People,person-gesture,,woman gesturing NO medium dark skin tone
woman gesturing NO: dark skin tone,🙅🏿‍♀️,Smileys & People,person-gesture,,woman gesturing NO dark skin tone
woman gesturing NO: dark skin tone,🙅🏿‍♀,Smileys & People,person-gesture,,woman gesturing NO dark skin tone
person gesturing OK,🙆,Smileys & People,person-gesture,"gesture, hand, OK, person gesturing OK","ok woman, person gesturing OK"
person gesturing OK: light skin tone,🙆🏻,Smileys & People,person-gesture,,person gesturing OK light skin tone
person gesturing OK: medium-light skin tone,🙆🏼,Smileys & People,person-gesture,,person gesturing OK medium light skin tone
person gesturing OK: medium skin tone,🙆🏽,Smileys & People,person-gesture,,person gesturing OK medium skin tone
person gesturing OK: medium-dark skin tone,🙆🏾,Smileys & People,person-gesture,,person gesturing OK medium dark skin tone
person gesturing OK: dark skin tone,🙆🏿,Smileys & People,person-gesture,,person gesturing OK dark skin tone
man gesturing OK,🙆‍♂️,Smileys & People,person-gesture,"gesture, hand, man, man gesturing OK, OK",man gesturing OK
man gesturing OK,🙆‍♂,Smileys & People,person-gesture,,"ok man, man gesturing OK"
man gesturing OK: light skin tone,🙆🏻‍♂️,Smileys & People,person-gesture,,man gesturing OK light skin tone
man gesturing OK: light skin tone,🙆🏻‍♂,Smileys & People,person-gesture,,man gesturing OK light skin tone
man gesturing OK: medium-light skin tone,🙆🏼‍♂️,Smileys & People,person-gesture,,man gesturing OK medium light skin tone
man gesturing OK: medium-light skin tone,🙆🏼‍♂,Smileys & People,person-gesture,,man gesturing OK medium light skin tone
man gesturing OK: medium skin tone,🙆🏽‍♂️,Smileys & People,person-gesture,,man gesturing OK medium skin tone
man gesturing OK: medium skin tone,🙆🏽‍♂,Smileys & People,person-gesture,,man gesturing OK medium skin tone
man gesturing OK: medium-dark skin tone,🙆🏾‍♂️,Smileys & People,person-gesture,,man gesturing OK medium dark skin tone
man gesturing OK: medium-dark skin tone,🙆🏾‍♂,Smileys & People,person-gesture,,man gesturing OK medium dark skin tone
man gesturing OK: dark skin tone,🙆🏿‍♂️,Smileys & People,person-gesture,,man gesturing OK dark skin tone
man gesturing OK: dark skin tone,🙆🏿‍♂,Smileys & People,person-gesture,,man gesturing OK dark skin tone
woman gesturing OK,🙆‍♀️,Smileys & People,person-gesture,"gesture, hand, OK, woman, woman gesturing OK",woman gesturing OK
woman gesturing OK,🙆‍♀,Smileys & People,person-gesture,,woman gesturing OK
woman gesturing OK: light skin tone,🙆🏻‍♀️,Smileys & People,person-gesture,,woman gesturing OK light skin tone
woman gesturing OK: light skin tone,🙆🏻‍♀,Smileys & People,person-gesture,,woman gesturing OK light skin tone
woman gesturing OK: medium-light skin tone,🙆🏼‍♀️,Smileys & People,person-gesture,,woman gesturing OK medium light skin tone
woman gesturing OK: medium-light skin tone,🙆🏼‍♀,Smileys & People,person-gesture,,woman gesturing OK medium light skin tone
woman gesturing OK: medium skin tone,🙆🏽‍♀️,Smileys & People,person-gesture,,woman gesturing OK medium skin tone
woman gesturing OK: medium skin tone,🙆🏽‍♀,Smileys & People,person-gesture,,woman gesturing OK medium skin tone
woman gesturing OK: medium-dark skin tone,🙆🏾‍♀️,Smileys & People,person-gesture,,woman gesturing OK medium dark skin tone
woman gesturing OK: medium-dark skin tone,🙆🏾‍♀,Smileys & People,person-gesture,,woman gesturing OK medium dark skin tone
woman gesturing OK: dark skin tone,🙆🏿‍♀️,Smileys & People,person-gesture,,woman gesturing OK dark skin tone
woman gesturing OK: dark skin tone,🙆🏿‍♀,Smileys & People,person-gesture,,woman gesturing OK dark skin tone
person tipping hand,💁,Smileys & People,person-gesture,"hand, help, information, person tipping hand, sassy, tipping","tipping hand woman, information desk person, sassy woman, person tipping hand"
person tipping hand: light skin tone,💁🏻,Smileys & People,person-gesture,,person tipping hand light skin tone
person tipping hand: medium-light skin tone,💁🏼,Smileys & People,person-gesture,,person tipping hand medium light skin tone
person tipping hand: medium skin tone,💁🏽,Smileys & People,person-gesture,,person tipping hand medium skin tone
person tipping hand: medium-dark skin tone,💁🏾,Smileys & People,person-gesture,,person tipping hand medium dark skin tone
person tipping hand: dark skin tone,💁🏿,Smileys & People,person-gesture,,person tipping hand dark skin tone
man tipping hand,💁‍♂️,Smileys & People,person-gesture,"man, man tipping hand, sassy, tipping hand",man tipping hand
man tipping hand,💁‍♂,Smileys & People,person-gesture,information,"tipping hand man, sassy man, man tipping hand"
man tipping hand: light skin tone,💁🏻‍♂️,Smileys & People,person-gesture,,man tipping hand light skin tone
man tipping hand: light skin tone,💁🏻‍♂,Smileys & People,person-gesture,,man tipping hand light skin tone
man tipping hand: medium-light skin tone,💁🏼‍♂️,Smileys & People,person-gesture,,man tipping hand medium light skin tone
man tipping hand: medium-light skin tone,💁🏼‍♂,Smileys & People,person-gesture,,man tipping hand medium light skin tone
man tipping hand: medium skin tone,💁🏽‍♂️,Smileys & People,person-gesture,,man tipping hand medium skin tone
man tipping hand: medium skin tone,💁🏽‍♂,Smileys & People,person-gesture,,man tipping hand medium skin tone
man tipping hand: medium-dark skin tone,💁🏾‍♂️,Smileys & People,person-gesture,,man tipping hand medium dark skin tone
